ID,eventName,startYear,endYear,signWithCountry,type,category
52,signing defense cooperation agreement,2007,2007,Argentina,general,DCA
6,signing defense cooperation agreement,2007,2007,Ecuador,general,DCA
52,signing defense cooperation agreement,2010,2010,Uruguay,general,DCA
191,signing defense cooperation agreement,2010,2010,Ecuador,general,DCA
52,signing defense cooperation agreement,2005,2005,Spain,sector,COMMISSION
166,signing defense cooperation agreement,2005,2005,Ecuador,sector,COMMISSION
52,signing defense cooperation agreement,2008,2008,Spain,general,DCA
166,signing defense cooperation agreement,2008,2008,Ecuador,general,DCA
52,signing defense cooperation agreement,2008,2008,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,2008,2008,Ecuador,sector,PROCUREMENT
140,signing defense cooperation agreement,2006,2006,Brazil,general,DCA
23,signing defense cooperation agreement,2006,2006,Peru,general,DCA
140,signing defense cooperation agreement,2006,2006,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2006,2006,Peru,sector,COMMISSION
140,signing defense cooperation agreement,2001,2001,Chile,sector,COMMISSION
34,signing defense cooperation agreement,2001,2001,Peru,sector,COMMISSION
140,signing defense cooperation agreement,2006,2006,Argentina,sector,COMMISSION
6,signing defense cooperation agreement,2006,2006,Peru,sector,COMMISSION
140,signing defense cooperation agreement,2008,2008,Argentina,sector,RESEARCH
6,signing defense cooperation agreement,2008,2008,Peru,sector,RESEARCH
140,signing defense cooperation agreement,2003,2003,France,sector,PROCUREMENT
61,signing defense cooperation agreement,2003,2003,Peru,sector,PROCUREMENT
140,signing defense cooperation agreement,2006,2006,Spain,general,DCA
166,signing defense cooperation agreement,2006,2006,Peru,general,DCA
140,signing defense cooperation agreement,2010,2010,Spain,general,DIC
166,signing defense cooperation agreement,2010,2010,Peru,general,DIC
140,signing defense cooperation agreement,2008,2008,Poland,general,DCA
142,signing defense cooperation agreement,2008,2008,Peru,general,DCA
140,signing defense cooperation agreement,2002,2002,Italy,general,DIC
85,signing defense cooperation agreement,2002,2002,Peru,general,DIC
140,signing defense cooperation agreement,2010,2010,Italy,general,DIC
85,signing defense cooperation agreement,2010,2010,Peru,general,DIC
140,signing defense cooperation agreement,1996,1996,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,1996,1996,Peru,sector,PROCUREMENT
140,signing defense cooperation agreement,2004,2004,Russia,general,DIC
147,signing defense cooperation agreement,2004,2004,Peru,general,DIC
140,signing defense cooperation agreement,2010,2010,Ukraine,general,DCA
187,signing defense cooperation agreement,2010,2010,Peru,general,DCA
140,signing defense cooperation agreement,2008,2008,Israel,general,DIC
84,signing defense cooperation agreement,2008,2008,Peru,general,DIC
140,signing defense cooperation agreement,2010,2010,South Korea,sector,PROCUREMENT
145,signing defense cooperation agreement,2010,2010,Peru,sector,PROCUREMENT
140,signing defense cooperation agreement,2006,2006,India,general,DCA
79,signing defense cooperation agreement,2006,2006,Peru,general,DCA
23,signing defense cooperation agreement,2007,2007,Bolivia,general,DCA
20,signing defense cooperation agreement,2007,2007,Brazil,general,DCA
23,signing defense cooperation agreement,1995,1995,Paraguay,general,DCA
139,signing defense cooperation agreement,1995,1995,Brazil,general,DCA
23,signing defense cooperation agreement,2007,2007,Paraguay,general,DCA
139,signing defense cooperation agreement,2007,2007,Brazil,general,DCA
23,signing defense cooperation agreement,2007,2007,Paraguay,sector,COMMISSION
139,signing defense cooperation agreement,2007,2007,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2000,2000,Chile,sector,COMMISSION
34,signing defense cooperation agreement,2000,2000,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2007,2007,Chile,general,DCA
34,signing defense cooperation agreement,2007,2007,Brazil,general,DCA
23,signing defense cooperation agreement,1997,1997,Argentina,sector,COMMISSION
6,signing defense cooperation agreement,1997,1997,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2005,2005,Argentina,general,DCA
6,signing defense cooperation agreement,2005,2005,Brazil,general,DCA
23,signing defense cooperation agreement,2005,2005,Argentina,general,DIC
6,signing defense cooperation agreement,2005,2005,Brazil,general,DIC
23,signing defense cooperation agreement,2010,2010,Argentina,sector,COMMISSION
6,signing defense cooperation agreement,2010,2010,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2010,2010,Uruguay,general,DCA
191,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,1981,1981,United Kingdom,sector,TREX
189,signing defense cooperation agreement,1981,1981,Brazil,sector,TREX
23,signing defense cooperation agreement,2000,2000,United Kingdom,sector,COMMISSION
189,signing defense cooperation agreement,2000,2000,Brazil,sector,COMMISSION
23,signing defense cooperation agreement,2010,2010,United Kingdom,general,DCA
189,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,1982,1982,France,sector,PROCUREMENT
61,signing defense cooperation agreement,1982,1982,Brazil,sector,PROCUREMENT
23,signing defense cooperation agreement,2008,2008,France,general,DCA
61,signing defense cooperation agreement,2008,2008,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Spain,general,DCA
166,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2005,2005,Portugal,general,DCA
143,signing defense cooperation agreement,2005,2005,Brazil,general,DCA
23,signing defense cooperation agreement,2002,2002,Germany,general,DCA
65,signing defense cooperation agreement,2002,2002,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Germany,general,DCA
65,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Poland,general,DCA
142,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Czech Republic,general,DCA
46,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Brazil,general,DCA
23,signing defense cooperation agreement,2008,2008,Italy,general,DCA
85,signing defense cooperation agreement,2008,2008,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Italy,sector,PROCUREMENT
85,signing defense cooperation agreement,2010,2010,Brazil,sector,PROCUREMENT
23,signing defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2002,2002,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,2002,2002,Brazil,sector,PROCUREMENT
23,signing defense cooperation agreement,2008,2008,Russia,general,DIC
147,signing defense cooperation agreement,2008,2008,Brazil,general,DIC
23,signing defense cooperation agreement,2003,2003,Ukraine,general,DCA
187,signing defense cooperation agreement,2003,2003,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Ukraine,general,DCA
187,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2000,2000,Sweden,general,DIC
171,signing defense cooperation agreement,2000,2000,Brazil,general,DIC
23,signing defense cooperation agreement,2001,2001,Sweden,sector,TREX
171,signing defense cooperation agreement,2001,2001,Brazil,sector,TREX
23,signing defense cooperation agreement,1987,1987,Cape Verde,sector,TREX
31,signing defense cooperation agreement,1987,1987,Brazil,sector,TREX
23,signing defense cooperation agreement,1994,1994,Cape Verde,sector,TREX
31,signing defense cooperation agreement,1994,1994,Brazil,sector,TREX
23,signing defense cooperation agreement,2010,2010,Sao Tome & Principe,general,DCA
153,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2006,2006,Guinea-Bissau,general,DCA
71,signing defense cooperation agreement,2006,2006,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Equatorial Guinea,general,DCA
55,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Senegal,general,DCA
155,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Nigeria,general,DCA
130,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Angola,general,DCA
4,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
23,signing defense cooperation agreement,2009,2009,Mozambique,general,DCA
121,signing defense cooperation agreement,2009,2009,Brazil,general,DCA
23,signing defense cooperation agreement,2003,2003,South Africa,general,DCA
164,signing defense cooperation agreement,2003,2003,Brazil,general,DCA
23,signing defense cooperation agreement,2009,2009,Namibia,general,DCA
123,signing defense cooperation agreement,2009,2009,Brazil,general,DCA
23,signing defense cooperation agreement,2003,2003,Turkey,general,DCA
183,signing defense cooperation agreement,2003,2003,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Israel,general,DIC
84,signing defense cooperation agreement,2010,2010,Brazil,general,DIC
23,signing defense cooperation agreement,1984,1984,Saudi Arabia,general,DIC
154,signing defense cooperation agreement,1984,1984,Brazil,general,DIC
23,signing defense cooperation agreement,2004,2004,China,sector,RESEARCH
35,signing defense cooperation agreement,2004,2004,Brazil,sector,RESEARCH
23,signing defense cooperation agreement,2006,2006,South Korea,general,DCA
145,signing defense cooperation agreement,2006,2006,Brazil,general,DCA
23,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2003,2003,Brazil,general,DCA
23,signing defense cooperation agreement,2010,2010,Timor-Leste,general,DCA
178,signing defense cooperation agreement,2010,2010,Brazil,general,DCA
20,signing defense cooperation agreement,2006,2006,Bolivia,general,DCA
20,signing defense cooperation agreement,2006,2006,Bolivia,general,DCA
20,signing defense cooperation agreement,2008,2008,Chile,general,DCA
34,signing defense cooperation agreement,2008,2008,Bolivia,general,DCA
20,signing defense cooperation agreement,1996,1996,Argentina,sector,COMMISSION
6,signing defense cooperation agreement,1996,1996,Bolivia,sector,COMMISSION
20,signing defense cooperation agreement,2001,2001,Spain,general,DCA
166,signing defense cooperation agreement,2001,2001,Bolivia,general,DCA
20,signing defense cooperation agreement,2009,2009,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,2009,2009,Bolivia,sector,PROCUREMENT
139,signing defense cooperation agreement,1996,1996,Argentina,sector,COMMISSION
